"No.","Time","Source","Destination","Protocol","Length","Info"
"2972","54.454977785","100.0.0.13","100.7.0.15","TCP","58","38491  >  63 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2973","54.454996469","100.0.0.13","100.7.0.15","TCP","58","38491  >  513 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2974","54.455014312","100.0.0.13","100.7.0.15","TCP","58","38491  >  540 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"2975","54.471926965","100.7.0.15","100.0.0.13","TCP","54","522  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2976","54.471955729","100.7.0.15","100.0.0.13","TCP","54","754  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2977","54.471975036","100.7.0.15","100.0.0.13","TCP","54","142  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2978","54.471993574","100.7.0.15","100.0.0.13","TCP","54","856  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2979","54.472012385","100.7.0.15","100.0.0.13","TCP","54","497  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2980","54.472031208","100.7.0.15","100.0.0.13","TCP","54","238  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2981","54.472050182","100.7.0.15","100.0.0.13","TCP","54","562  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2982","54.483957150","100.7.0.15","100.0.0.13","TCP","54","187  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2983","54.483977306","100.7.0.15","100.0.0.13","TCP","54","569  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"2984","54.483995321","100.7.0.15","100.0.0.13","TCP","54","941  >  38490 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
